訂單編號,日期,門市,城市,產品,類別,單價,數量,金額,付款方式,會員編號
ORD-17625,2026-03-25,台中西屯店,台中,蜂蜜柚子茶,非咖啡飲品,95,2,190,行動支付,M0164
ORD-16768,2026-03-16,信義旗艦店,台北,肉桂捲,甜點,85,1,85,LINE Pay,
ORD-21079,2026-05-02,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,行動支付,
ORD-23005,2026-05-23,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,行動支付,
ORD-22071,2026-05-13,台中西屯店,台中,美式咖啡,咖啡,75,1,75,信用卡,
ORD-12634,2026-01-30,信義旗艦店,臺北,美式咖啡,咖啡,75,1,75,行動支付,M0233
ORD-18715,2026-04-06,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-20366,2026-04-24,台中西屯店,台中,美式咖啡,咖啡,75,2,150,信用卡,
ORD-15879,2026-03-06,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,信用卡,
ORD-11890,2026-01-21,高雄夢時代店,高雄,拿鐵,咖啡,110,2,220,現金,
ORD-14352,2026-02-17,公館店,臺北,拿鐵,咖啡,110,1,110,行動支付,M0004
ORD-13692,2026-02-10,公館店,台北,拿鐵,咖啡,110,2,220,信用卡,
ORD-24097,2026-06-05,竹北高鐵店,新竹,拿鐵,咖啡,110,2,220,信用卡,
ORD-15599,2026-03-03,公館店,台北,蜂蜜柚子茶,非咖啡飲品,95,1,95,行動支付,
ORD-14498,2026-02-19,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0203
ORD-25119,2026-06-16,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-14420,2026-02-18,信義旗艦店,台北,拿鐵,咖啡,110,2,220,現金,
ORD-14014,2026-02-14,信義旗艦店,台北,肉桂捲,甜點,85,1,85,行動支付,
ORD-21531,2026-05-07,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-19503,2026-04-15,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,1,130,信用卡,M0184
ORD-11622,2026-01-18,竹北高鐵店,新竹,卡布奇諾,咖啡,110,1,110,信用卡,M0232
ORD-22170,2026-05-14,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,信用卡,
ORD-25894,2026-06-25,台中西屯店,台中,可頌,甜點,65,1,65,信用卡,
ORD-21398,2026-05-06,信義旗艦店,台北,肉桂捲,甜點,85,2,170,行動支付,M0042
ORD-11784,2026-01-20,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,現金,
ORD-20164,2026-04-22,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,現金,
ORD-25661,2026-06-22,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,信用卡,M0316
ORD-13686,2026-02-10,信義旗艦店,台北,拿鐵,咖啡,110,1,110,LINE Pay,M0344
ORD-19692,2026-04-17,公館店,台北,美式咖啡,咖啡,75,1,75,信用卡,M0392
ORD-11588,2026-01-18,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,現金,
ORD-17688,2026-03-26,板橋車站店,新北,焦糖瑪奇朵,咖啡,130,1,130,行動支付,
ORD-11792,2026-01-20,台中西屯店,台中,卡布奇諾,咖啡,110,2,220,信用卡,M0082
ORD-18752,2026-04-06,台中西屯店,台中,拿鐵,咖啡,110,1,110,信用卡,M0190
ORD-24410,2026-06-08,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,現金,
ORD-24975,2026-06-15,信義旗艦店,台北,肉桂捲,甜點,85,2,170,信用卡,M0047
ORD-18838,2026-04-07,高雄夢時代店,高雄市,可頌,甜點,65,1,65,行動支付,
ORD-22587,2026-05-19,板橋車站店,新北,可頌,甜點,65,2,130,行動支付,M0141
ORD-18645,2026-04-05,板橋車站店,新北,拿鐵,咖啡,110,1,110,行動支付,
ORD-13043,2026-02-02,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,行動支付,
ORD-11068,2026-01-12,公館店,臺北,肉桂捲,甜點,85,1,85,信用卡,
ORD-12474,2026-01-28,信義旗艦店,台北,卡布奇諾,咖啡,110,1,110,LINE Pay,
ORD-12751,2026-01-31,公館店,台北,卡布奇諾,咖啡,110,2,220,LINE Pay,M0388
ORD-22501,2026-05-18,公館店,台北,巴斯克起司蛋糕,甜點,120,1,120,現金,
ORD-12125,2026-01-24,板橋車站店,新北,美式咖啡,咖啡,75,1,75,行動支付,
ORD-16275,2026-03-11,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,LINE Pay,M0302
ORD-16172,2026-03-09,台中西屯店,台中,拿鐵,咖啡,110,1,110,行動支付,
ORD-19260,2026-04-12,公館店,台北,拿鐵,咖啡,110,2,220,信用卡,M0467
ORD-17518,2026-03-24,竹北高鐵店,新竹,肉桂捲,甜點,85,1,85,現金,
ORD-15693,2026-03-04,公館店,台北,肉桂捲,甜點,85,2,170,現金,M0244
ORD-18435,2026-04-03,公館店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-22512,2026-05-18,板橋車站店,新北,抹茶拿鐵,非咖啡飲品,120,2,240,行動支付,M0309
ORD-18854,2026-04-07,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,3,420,LINE Pay,
ORD-19536,2026-04-15,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,信用卡,M0305
ORD-11122,2026-01-12,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,1,120,信用卡,
ORD-13486,2026-02-08,信義旗艦店,台北,蜂蜜柚子茶,非咖啡飲品,95,2,190,LINE Pay,
ORD-20471,2026-04-25,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,2,240,現金,
ORD-20496,2026-04-25,高雄夢時代店,高雄,美式咖啡,咖啡,75,3,225,信用卡,M0045
ORD-15660,2026-03-03,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0396
ORD-18477,2026-04-03,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,現金,
ORD-20277,2026-04-23,台中西屯店,台中,拿鐵,咖啡,110,2,220,行動支付,M0145
ORD-15446,2026-03-01,台中西屯店,台中,美式咖啡,咖啡,75,1,75,信用卡,M0244
ORD-18240,2026-03-31,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-21431,2026-05-06,竹北高鐵店,新竹,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,M0363
ORD-10700,2026-01-08,台中西屯店,台中,拿鐵,咖啡,110,2,220,行動支付,M0388
ORD-19822,2026-04-18,台中西屯店,台中,卡布奇諾,咖啡,110,3,330,行動支付,M0446
ORD-19340,2026-04-13,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-14552,2026-02-19,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,信用卡,
ORD-25566,2026-06-21,台中西屯店,台中,肉桂捲,甜點,85,2,170,信用卡,M0076
ORD-12048,2026-01-23,台中西屯店,台中,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-10956,2026-01-11,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-11364,2026-01-15,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,行動支付,
ORD-17319,2026-03-22,公館店,台北,抹茶拿鐵,非咖啡飲品,120,2,240,行動支付,
ORD-20398,2026-04-25,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,現金,
ORD-19991,2026-04-20,公館店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,
ORD-10640,2026-01-08,信義旗艦店,台北,拿鐵,咖啡,110,2,220,信用卡,
ORD-19565,2026-04-15,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,信用卡,M0244
ORD-18742,2026-04-06,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,信用卡,
ORD-18590,2026-04-04,高雄夢時代店,高雄市,可頌,甜點,65,2,130,行動支付,M0315
ORD-11473,2026-01-17,信義旗艦店,台北,拿鐵,咖啡,110,1,110,行動支付,
ORD-16337,2026-03-11,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,信用卡,M0316
ORD-15319,2026-02-28,台中西屯店,台中,拿鐵,咖啡,110,1,110,行動支付,M0064
ORD-12503,2026-01-28,板橋車站店,新北,拿鐵,咖啡,110,1,110,現金,
ORD-22631,2026-05-19,高雄夢時代店,高雄市,冷萃咖啡,咖啡,140,2,280,信用卡,
ORD-13989,2026-02-13,台中西屯店,台中,可頌,甜點,65,1,65,信用卡,
ORD-16694,2026-03-15,板橋車站店,新北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-25221,2026-06-18,信義旗艦店,臺北,美式咖啡,咖啡,75,2,150,現金,
ORD-24957,2026-06-14,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,3,420,行動支付,
ORD-23128,2026-05-25,信義旗艦店,臺北,拿鐵,咖啡,110,2,220,信用卡,M0372
ORD-17685,2026-03-26,板橋車站店,新北,肉桂捲,甜點,85,1,85,LINE Pay,
ORD-16008,2026-03-07,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,現金,
ORD-12007,2026-01-23,信義旗艦店,台北,可頌,甜點,65,2,130,信用卡,M0090
ORD-20002,2026-04-20,板橋車站店,新北,拿鐵,咖啡,110,1,110,現金,M0159
ORD-12175,2026-01-24,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,行動支付,M0220
ORD-25373,2026-06-19,高雄夢時代店,高雄,美式咖啡,咖啡,75,3,225,現金,M0351
ORD-16411,2026-03-12,竹北高鐵店,新竹,美式咖啡,咖啡,75,2,150,LINE Pay,
ORD-23794,2026-06-01,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,1,120,行動支付,
ORD-18912,2026-04-08,台中西屯店,台中,可頌,甜點,65,1,65,行動支付,M0116
ORD-16453,2026-03-13,信義旗艦店,台北,拿鐵,咖啡,110,1,110,行動支付,
ORD-16067,2026-03-08,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,現金,M0402
ORD-14821,2026-02-22,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,信用卡,
ORD-13911,2026-02-12,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,2,240,現金,
ORD-22900,2026-05-23,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,M0161
ORD-16624,2026-03-14,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,2,240,現金,
ORD-10716,2026-01-08,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,信用卡,
ORD-16245,2026-03-10,台中西屯店,台中,抹茶拿鐵,非咖啡飲品,120,2,240,行動支付,M0100
ORD-11500,2026-01-17,公館店,台北,拿鐵,咖啡,110,1,110,行動支付,M0469
ORD-24771,2026-06-13,信義旗艦店,台北,可頌,甜點,65,1,65,行動支付,
ORD-12269,2026-01-25,台中西屯店,台中,美式咖啡,咖啡,75,2,150,信用卡,
ORD-21619,2026-05-08,高雄夢時代店,高雄,拿鐵,咖啡,110,2,220,行動支付,
ORD-17970,2026-03-29,公館店,台北,抹茶拿鐵,非咖啡飲品,120,2,240,信用卡,M0398
ORD-25435,2026-06-20,竹北高鐵店,新竹,巴斯克起司蛋糕,甜點,120,2,240,信用卡,
ORD-12577,2026-01-29,公館店,台北,拿鐵,咖啡,110,1,110,信用卡,M0427
ORD-23041,2026-05-24,公館店,臺北,拿鐵,咖啡,110,1,110,行動支付,M0426
ORD-16976,2026-03-18,高雄夢時代店,高雄,拿鐵,咖啡,110,3,330,行動支付,
ORD-13029,2026-02-02,高雄夢時代店,高雄,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,M0043
ORD-17326,2026-03-22,板橋車站店,新北,卡布奇諾,咖啡,110,3,330,信用卡,
ORD-22029,2026-05-13,信義旗艦店,台北,卡布奇諾,咖啡,110,1,110,現金,M0288
ORD-19914,2026-04-19,竹北高鐵店,新竹,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,
ORD-13204,2026-02-04,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,1,130,LINE Pay,
ORD-13679,2026-02-10,信義旗艦店,臺北,拿鐵,咖啡,110,1,110,信用卡,
ORD-10270,2026-01-04,信義旗艦店,台北,拿鐵,咖啡,110,2,220,行動支付,M0165
ORD-12028,2026-01-23,板橋車站店,新北,焦糖瑪奇朵,咖啡,130,1,130,現金,
ORD-21753,2026-05-09,高雄夢時代店,高雄,拿鐵,咖啡,110,2,220,行動支付,
ORD-15013,2026-02-25,信義旗艦店,臺北,拿鐵,咖啡,110,1,110,行動支付,
ORD-25281,2026-06-18,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,2,280,LINE Pay,
ORD-11495,2026-01-17,公館店,台北,巴斯克起司蛋糕,甜點,120,999,,信用卡,
ORD-18166,2026-03-31,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,信用卡,M0075
ORD-10052,2026-01-01,台中西屯店,台中,可頌,甜點,65,1,65,LINE Pay,M0081
ORD-12139,2026-01-24,台中西屯店,台中,冷萃咖啡,咖啡,140,1,140,信用卡,
ORD-22192,2026-05-15,信義旗艦店,台北,冷萃咖啡,咖啡,140,2,280,信用卡,M0189
ORD-26259,2026-06-29,竹北高鐵店,新竹,冷萃咖啡,咖啡,140,2,280,信用卡,M0075
ORD-23798,2026-06-01,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,1,120,行動支付,M0037
ORD-23079,2026-05-24,台中西屯店,台中,焦糖瑪奇朵,咖啡,130,1,130,行動支付,
ORD-23795,2026-06-01,台中西屯店,台中,冷萃咖啡,咖啡,140,1,140,信用卡,
ORD-11563,2026-01-17,高雄夢時代店,高雄市,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,
ORD-13811,2026-02-11,台中西屯店,台中,美式咖啡,咖啡,75,1,75,信用卡,M0353
ORD-17783,2026-03-27,板橋車站店,新北,焦糖瑪奇朵,咖啡,130,2,260,現金,M0311
ORD-21583,2026-05-08,板橋車站店,新北,拿鐵,咖啡,110,3,330,現金,M0279
ORD-11071,2026-01-12,公館店,台北,卡布奇諾,咖啡,110,2,220,信用卡,M0307
ORD-23571,2026-05-30,竹北高鐵店,新竹,巴斯克起司蛋糕,甜點,120,3,360,行動支付,
ORD-21946,2026-05-12,信義旗艦店,台北,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,
ORD-18887,2026-04-08,板橋車站店,新北,美式咖啡,咖啡,75,2,150,信用卡,
ORD-10047,2026-01-01,台中西屯店,台中,拿鐵,咖啡,110,1,110,信用卡,M0135
ORD-10218,2026-01-03,竹北高鐵店,新竹,美式咖啡,咖啡,75,3,225,行動支付,
ORD-10114,2026-01-02,板橋車站店,新北,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-24702,2026-06-12,信義旗艦店,台北,拿鐵,咖啡,110,1,110,現金,
ORD-21327,2026-05-05,信義旗艦店,臺北,巴斯克起司蛋糕,甜點,120,1,120,現金,
ORD-20959,2026-05-01,公館店,台北,美式咖啡,咖啡,75,1,75,LINE Pay,M0203
ORD-20138,2026-04-21,高雄夢時代店,高雄,可頌,甜點,65,1,65,現金,
ORD-10559,2026-01-07,信義旗艦店,台北,肉桂捲,甜點,85,3,255,行動支付,M0323
ORD-11202,2026-01-13,高雄夢時代店,高雄市,美式咖啡,咖啡,75,1,75,現金,
ORD-20481,2026-04-25,高雄夢時代店,高雄,拿鐵,咖啡,110,2,220,行動支付,
ORD-22848,2026-05-22,板橋車站店,新北,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-21388,2026-05-06,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,現金,M0166
ORD-21712,2026-05-09,台中西屯店,台中,拿鐵,咖啡,110,1,110,現金,M0394
ORD-11678,2026-01-19,公館店,台北,拿鐵,咖啡,110,1,110,行動支付,
ORD-18304,2026-04-01,台中西屯店,台中,可頌,甜點,65,2,130,信用卡,M0246
ORD-14990,2026-02-24,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,2,240,行動支付,
ORD-23442,2026-05-29,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,M0014
ORD-21261,2026-05-04,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,1,120,LINE Pay,M0167
ORD-14124,2026-02-14,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,2,280,行動支付,M0233
ORD-10955,2026-01-11,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,信用卡,M0104
ORD-12895,2026-02-01,板橋車站店,新北,美式咖啡,咖啡,75,1,75,行動支付,
ORD-16853,2026-03-17,公館店,台北,卡布奇諾,咖啡,110,1,110,信用卡,M0211
ORD-19807,2026-04-18,竹北高鐵店,新竹,可頌,甜點,65,1,65,信用卡,M0405
ORD-12685,2026-01-30,竹北高鐵店,新竹,卡布奇諾,咖啡,110,1,110,現金,
ORD-15963,2026-03-07,板橋車站店,新北,焦糖瑪奇朵,咖啡,130,1,130,LINE Pay,
ORD-14073,2026-02-14,板橋車站店,新北,美式咖啡,咖啡,75,2,150,LINE Pay,M0357
ORD-22308,2026-05-16,板橋車站店,新北,美式咖啡,咖啡,75,1,75,LINE Pay,M0436
ORD-25761,2026-06-24,信義旗艦店,台北,冷萃咖啡,咖啡,140,1,140,信用卡,M0125
ORD-13887,2026-02-12,竹北高鐵店,新竹,冷萃咖啡,咖啡,140,1,140,LINE Pay,
ORD-17764,2026-03-27,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,行動支付,M0462
ORD-22846,2026-05-22,公館店,台北,焦糖瑪奇朵,咖啡,130,3,390,行動支付,
ORD-24959,2026-06-14,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,行動支付,M0358
ORD-25402,2026-06-20,信義旗艦店,台北,卡布奇諾,咖啡,110,2,220,信用卡,M0458
ORD-26189,2026-06-28,台中西屯店,台中,冷萃咖啡,咖啡,140,1,140,行動支付,M0403
ORD-11368,2026-01-15,高雄夢時代店,高雄市,肉桂捲,甜點,85,1,85,行動支付,
ORD-15329,2026-02-28,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,LINE Pay,M0070
ORD-26256,2026-06-29,板橋車站店,新北,肉桂捲,甜點,85,1,85,行動支付,
ORD-18876,2026-04-08,信義旗艦店,台北,冷萃咖啡,咖啡,140,1,140,行動支付,M0393
ORD-15188,2026-02-27,公館店,台北,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-18980,2026-04-09,板橋車站店,新北,巴斯克起司蛋糕,甜點,120,1,120,LINE Pay,
ORD-20814,2026-04-29,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,LINE Pay,M0232
ORD-26074,2026-06-27,竹北高鐵店,新竹,拿鐵,咖啡,110,3,330,信用卡,
ORD-25699,2026-06-23,公館店,臺北,冷萃咖啡,咖啡,140,1,140,LINE Pay,
ORD-16138,2026-03-09,公館店,台北,肉桂捲,甜點,85,2,170,現金,M0204
ORD-20908,2026-04-30,高雄夢時代店,高雄市,肉桂捲,甜點,85,2,170,LINE Pay,M0379
ORD-12328,2026-01-26,公館店,臺北,肉桂捲,甜點,85,1,85,現金,M0340
ORD-17343,2026-03-22,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,現金,M0041
ORD-16396,2026-03-12,板橋車站店,新北,抹茶拿鐵,非咖啡飲品,120,1,120,LINE Pay,
ORD-13483,2026-02-08,信義旗艦店,臺北,拿鐵,咖啡,110,1,110,行動支付,
ORD-21164,2026-05-03,板橋車站店,新北,卡布奇諾,咖啡,110,1,110,信用卡,M0109
ORD-23587,2026-05-30,台中西屯店,台中,拿鐵,咖啡,110,1,110,信用卡,
ORD-16195,2026-03-10,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,信用卡,
ORD-23378,2026-05-28,公館店,台北,美式咖啡,咖啡,75,2,150,信用卡,
ORD-12211,2026-01-25,公館店,台北,焦糖瑪奇朵,咖啡,130,1,130,現金,
ORD-24182,2026-06-06,板橋車站店,新北,拿鐵,咖啡,110,1,110,現金,
ORD-25454,2026-06-20,台中西屯店,台中,美式咖啡,咖啡,75,1,75,信用卡,
ORD-24315,2026-06-07,竹北高鐵店,新竹,巴斯克起司蛋糕,甜點,120,1,120,LINE Pay,M0221
ORD-13915,2026-02-12,高雄夢時代店,高雄市,肉桂捲,甜點,85,2,170,信用卡,
ORD-13685,2026-02-10,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0286
ORD-12313,2026-01-26,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-21632,2026-05-08,高雄夢時代店,高雄,美式咖啡,咖啡,75,2,150,信用卡,
ORD-24441,2026-06-09,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,行動支付,M0115
ORD-23622,2026-05-30,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,現金,M0354
ORD-22725,2026-05-20,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-18460,2026-04-03,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,現金,
ORD-21538,2026-05-07,高雄夢時代店,高雄市,冷萃咖啡,咖啡,140,1,140,LINE Pay,
ORD-15494,2026-03-02,信義旗艦店,臺北,卡布奇諾,咖啡,110,2,220,LINE Pay,
ORD-20698,2026-04-28,信義旗艦店,台北,冷萃咖啡,咖啡,140,1,140,LINE Pay,
ORD-14373,2026-02-17,竹北高鐵店,新竹,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-11233,2026-01-14,信義旗艦店,台北,美式咖啡,咖啡,75,2,150,LINE Pay,
ORD-20357,2026-04-24,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,LINE Pay,M0024
ORD-17251,2026-03-21,台中西屯店,台中,拿鐵,咖啡,110,1,110,行動支付,M0380
ORD-21074,2026-05-02,竹北高鐵店,新竹,美式咖啡,咖啡,75,3,225,信用卡,M0391
ORD-16577,2026-03-14,公館店,台北,卡布奇諾,咖啡,110,2,220,LINE Pay,M0300
ORD-16758,2026-03-16,信義旗艦店,台北,拿鐵,咖啡,110,1,110,行動支付,
ORD-12243,2026-01-25,竹北高鐵店,新竹,美式咖啡,咖啡,75,2,150,現金,
ORD-22570,2026-05-19,公館店,台北,美式咖啡,咖啡,75,1,75,現金,M0392
ORD-24272,2026-06-07,信義旗艦店,台北,冷萃咖啡,咖啡,140,2,280,行動支付,
ORD-11423,2026-01-16,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,信用卡,
ORD-13782,2026-02-11,公館店,臺北,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-10518,2026-01-06,台中西屯店,台中,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,M0460
ORD-22149,2026-05-14,台中西屯店,台中,拿鐵,咖啡,110,1,110,行動支付,M0154
ORD-10976,2026-01-11,公館店,台北,卡布奇諾,咖啡,110,1,110,現金,M0181
ORD-17815,2026-03-27,台中西屯店,台中,拿鐵,咖啡,110,2,220,現金,M0218
ORD-22018,2026-05-12,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,2,280,現金,
ORD-10887,2026-01-10,台中西屯店,台中,可頌,甜點,65,2,130,行動支付,M0148
ORD-16018,2026-03-08,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-24632,2026-06-11,公館店,臺北,卡布奇諾,咖啡,110,1,110,LINE Pay,
ORD-24988,2026-06-15,公館店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-20465,2026-04-25,高雄夢時代店,高雄,美式咖啡,咖啡,75,3,225,現金,
ORD-22864,2026-05-22,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,2,260,行動支付,M0472
ORD-20501,2026-04-26,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,行動支付,M0468
ORD-11308,2026-01-15,信義旗艦店,台北,拿鐵,咖啡,110,1,110,現金,M0135
ORD-20168,2026-04-22,公館店,臺北,美式咖啡,咖啡,75,1,75,行動支付,M0322
ORD-23773,2026-06-01,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0096
ORD-16037,2026-03-08,公館店,台北,可頌,甜點,65,2,130,LINE Pay,M0293
ORD-20418,2026-04-25,信義旗艦店,台北,可頌,甜點,65,1,65,信用卡,
ORD-12244,2026-01-25,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,行動支付,
ORD-18350,2026-04-02,公館店,台北,美式咖啡,咖啡,75,2,150,現金,
ORD-26267,2026-06-29,竹北高鐵店,新竹,冷萃咖啡,咖啡,140,1,140,信用卡,M0247
ORD-21318,2026-05-05,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,行動支付,M0370
ORD-20946,2026-05-01,信義旗艦店,台北,卡布奇諾,咖啡,110,2,220,LINE Pay,M0245
ORD-25027,2026-06-15,台中西屯店,台中,拿鐵,咖啡,110,1,110,現金,M0389
ORD-18349,2026-04-02,公館店,台北,冷萃咖啡,咖啡,140,2,280,現金,
ORD-24332,2026-06-07,台中西屯店,台中,肉桂捲,甜點,85,2,170,現金,
ORD-17186,2026-03-21,信義旗艦店,臺北,可頌,甜點,65,2,130,LINE Pay,
